sku,Name,Brand,Categories,MSRP,Sale Price,Description,Images,Length,Width,Height
M113-019-061,Caracole Remix Large Nightstand,Caracole,Furniture > Bedroom > Nightstands,1365,900.9,"MATERIAL:
Hardwood, Metal, Ash, Oak

FINISH:Cerused Oak, Black Stained Ash, Bronze Gold Metal

DIMENSIONS (IN):
33W x 18D x 28H

DIMENSIONS (CM):
83.82W x 45.72D x 71.12H

WEIGHT: 92.4 pounds

PRODUCT OVERVIEW:
This boldly styled nightstand makes an unforgettable addition to any statement bed. Its clean-lined profile is paired with a shapely metal base created by two half circles. With its medley of Cerused Oak, Black Stained Ash and Bronze Metallic Paint finishes, this bedside essential feels both classic and style-forward. Two drawers complete its appeal and are perfect for storing a few of your favorite things as well as keeping your master retreat clutter-free.
FEATURES:
Case top, sides and back in Black Stained Ash.
Drawer fronts in Cerused Oak.
Metal frame in Bronze Gold Metal.
Two drawers with side guides.
Interior in Black Stained Ash.","M113-019-061-1, M113-019-061-2, M113-019-061-3, M113-019-061-4, M113-019-061-5",33,18,28
M113-019-081,Caracole Remix Bed Bench,Caracole,Furniture > Living > Benches & Ottomans,750,495,"MATERIAL:
Metal

FINISH:Bronze Gold Metal

DIMENSIONS (IN):
28W x 17D x 19H

DIMENSIONS (CM):
71.12W x 43.18D x 48.26H

WEIGHT: 41.8 pounds

PRODUCT OVERVIEW:
Not your ordinary bench by any means, this fashion-forward design mixes metal and fabric to perfection. Its shapely design is highlighted in Bronze Gold Metal and gives a nod to the unending symmetry of a circle with a base that?s as beautiful as its upholstered top. Ideal in any room you want a little more seating, this bench looks beautiful in pairs by the fireplace, in an entry or placed at the end of a bed.
FEATURES:
Upholstered top.
Base in Bronze Gold Metal","M113-019-081-1, M113-019-081-2, M113-019-081-3, M113-019-081-4, M113-019-081-5",28,17,19
CLA-019-069,Caracole A Real Gem Nightstand,Caracole,Furniture > Bedroom > Nightstands,2225,1468.5,"MATERIAL:
Metal

FINISH:Brushed Nickel

DIMENSIONS (IN):
34W x 18D x 28H

DIMENSIONS (CM):
86.36W x 45.72D x 71.12H

WEIGHT: 143 pounds

PRODUCT OVERVIEW:
When it comes to an inspired design choice, this chest is A Real Gem. Its distinctive look draws upon the beauty of natural stone?s perfectly imperfect shapes and forms. Each of its two glass drawer fronts feature an exquisitely painted agate pattern that brings the beauty of the outdoors to the inside. A clean-lined, understated metal frame allows the beauty of the agate pattern to enjoy the limelight while slim, tapered legs complete the look. Finished in a smart shade of Brushed Nickel, this unique piece offers undeniable charisma.
FEATURES:
Metal frame finished in Brushed Nickel.
Two touch latch glass drawers with painted agate pattern and undermount guides.

Interior in Pearl.","CLA-019-069-1, CLA-019-069-2, CLA-019-069-3, CLA-019-069-4",34,18,28
CLA-016-062,Caracole A Dream Come True Nightstand ,Caracole,Furniture > Bedroom > Nightstands,3330,2197.8,"MATERIAL:
Birch, Dyed Koto, Maple

FINISH:Champagne Shimmer, Taupe Paint, Whisper of Gold

DIMENSIONS (IN):
32W x 18D x 28.75H

DIMENSIONS (CM):
81.28W x 45.72D x 73.03H

WEIGHT: 149.6 pounds

PRODUCT OVERVIEW:
A Dream Come True is an alluring oval nightstand with updated mid-Century lines. There is a strapping appeal to this piece. The shimmering Taupe Paint frame guides your eye from the wide top, down the piece to modern, triangular legs finished in Whisper of Gold ferrules. The curved Koto drawers are finished in Champagne Shimmer on the outside and Taupe Paint on the inside. The top drawer has a removable sliding tray for valuables. The sides open to reveal a small shelf for personal items and space to store books or magazines.
FEATURES:
Three drawers with undermount soft-close guides.
Touch latch doors on sides of case.
Drawers, doors and top in Koto veneer in Champagne Shimmer.
Frame casing and posts in Taupe paint.
Metal ferrules in Whisper of Gold.
Jewelry tray in top drawer.
Shelf with gallery rail behind each end door.","CLA-016-062-1, CLA-016-062-2, CLA-016-062-3, CLA-016-062-4, CLA-016-062-5, CLA-016-062-6, CLA-016-062-7, CLA-016-062-8, CLA-016-062-9",32,18,28.75
"C013-016-063
",Caracole Adela Nightstand,Caracole,Furniture > Bedroom > Nightstands,2260,1491.6,"MATERIAL:
Birch, Engineered Maple

FINISH:Washed Alabaster, Blush Taupe

DIMENSIONS (IN):
29.75W x 22D x 27H

DIMENSIONS (CM):
75.57W x 55.88D x 68.58H

WEIGHT: 105.6 pounds

PRODUCT OVERVIEW:
Why select a traditional rectangular nightstand when you can add an oval statement to your bedroom? This piece, in beautiful Washed Alabaster maple, has three curved drawers. The whole piece sits on a base that is trimmed in a carved ribbon motif, finished in shimmering Blush Taupe, and delicate trapezoid feet.
FEATURES:
Three drawers with undermount soft close guides.
Top drawer bottom has silkscreen pattern in Blush Taupe.
Drawer interiors in White Paint.
Decorative Blush Taupe silkscreen around perimeter of top.
Carved base moulding and legs in Blush Taupe.
Finished on back side of case.
Drawers function with recessed finger pulls.","C013-016-063-1, C013-016-063-2, C013-016-063-3",29.75,22,27
C023-417-062,Caracole Avondale Nightstand,Caracole,Furniture > Bedroom > Nightstands,2285,1508.1,"MATERIAL:
Quarter Ash, Birch, Quarter Ash

FINISH:Elegant Linen, Soft Silver Paint

DIMENSIONS (IN):
36W x 19D x 30H

DIMENSIONS (CM):
91.44W x 48.26D x 76.2H

WEIGHT: 148 pounds

PRODUCT OVERVIEW:
This graceful nightstand pairs beautifully with the bed in this collection. Quartered Ash veneer has been inlaid in a chevron pattern and finished in Elegant Linen to create a large three-drawer piece that?s the perfect height. The drawers open with custom contemporary oval metal pulls to reveal a glistening Pearl finish inside. Contemporary tapered feet complete the attractiveness of this serpentine-shaped piece.
FEATURES:
Case finished in Elegant Linen.
Front frame moulding highlighted in Soft Silver paint.
Three drawers with undermount soft-close drawer guides.
Drawer interiors in Pearl.","C023-417-062-1, C023-417-062-2, C023-417-062-3, C023-417-062-4, C023-417-062-5",36,19,30
C023-417-011,Caracole Avondale Double Dresser,Caracole,Furniture > Bedroom > Dressers,5025,3316.5,"MATERIAL:
Quarter Ash, Birch, Quarter Ash

FINISH:Elegant Linen, Soft Silver Paint

DIMENSIONS (IN):
71.5W x 20D x 39H

DIMENSIONS (CM):
181.61W x 50.8D x 99.06H

WEIGHT: 357.72 pounds

PRODUCT OVERVIEW:
This generous dresser stands out with its lyrical serpentine shape. The grain of Quartered Ash veneer is arranged in a chevron pattern and brought to life with an Elegant Linen finish. Custom contemporary oval metal pulls add the perfect punctuation to the 12 self-closing drawers that are finished in Pearl. The front of the piece is trimmed with a thin bead of Soft Silver Paint. Contemporary French feet lift the piece off the ground adding to its chic style.
FEATURES:
Case finished in Elegant Linen.
Front frame moulding highlighted in Soft Silver paint.
Twelve drawers with undermount soft-close guides.
Drawer interiors in Pearl.","C023-417-011-1, C023-417-011-2, C023-417-011-3, C023-417-011-4, C023-417-011-5",71.5,20,39
CLA-019-0618,Caracole Criss Crossed Nightstand,Caracole,Furniture > Bedroom > Nightstands,2460,1623.6,"MATERIAL:
Ash, Quartered Ash

FINISH:Ash Driftwood, Sundance Gold

DIMENSIONS (IN):
36W x 18D x 28H

DIMENSIONS (CM):
91.44W x 45.72D x 71.12H

WEIGHT: 135 pounds

PRODUCT OVERVIEW:
Add an element of fresh style to a bedroom with the exceptional character of this stunning nightstand. Its simplified silhouette offers a slightly tapered form highlighted with perfectly matched directional woodgrain veneers that create a one-of-a-kind chevron pattern. A nature-inspired Ash Driftwood finish brings out the easygoing beauty of these stunning features while a bead of Sundance Gold gives the top edge a glimmering touch. Its fully finished drawers are finished in a shade of Putty and make it easy to keep electronics and bedside essentials close at hand.
FEATURES:
Case finished in Ash Driftwood.
Three drawers with soft close side guides.
Interior in Putty.
Back cord access and USB port top left.","CLA-019-0618-1, CLA-019-0618-2, CLA-019-0618-3",36,18,28
CLA-019-065,Caracole Crossed Purposes Nightstand,Caracole,Furniture > Bedroom > Nightstands,2045,1349.7,"MATERIAL:
Ash, Quartered Ash

FINISH:Ash Driftwood, Sundance Gold

DIMENSIONS (IN):
28W x 18D x 28H

DIMENSIONS (CM):
71.12W x 45.72D x 71.12H

WEIGHT: 127 pounds

PRODUCT OVERVIEW:
A stunning bedside companion, the Crossed Purposes nightstand clearly has the WOW factor. A simple, slightly tapered silhouette accentuates the inherent beauty of its natural materials. Perfectly matched directional woodgrain veneers create a one-of-a-kind chevron pattern that attracts the eye without competing with other pieces in the room. An easygoing Ash Driftwood finish brings out the beauty of its stunning natural lines and will complement any statement bed while a bead of Sundance Gold gives the top edge a touch of shine. Fully finished drawers wear an interior shade of Putty and are ideal for storing books, magazines and nighttime essentials.
FEATURES:
Case finished in Ash Driftwood.
Three drawers with soft close side guides.
Interior in Putty.
Back cord access and USB port top left.
CONSTRUCTION:
Case is 28in wide and tapers down to 30in wide.","CLA-019-065-1, CLA-019-065-2, CLA-019-065-3",28,18,28
CLA-419-0615,Caracole Bedside Manner Nightstand,Caracole,Furniture > Bedroom > Nightstands,2415,1593.9,"MATERIAL:
Birch, Flat Cut Walnut

FINISH:Rich Walnut, Whisper of Gold

DIMENSIONS (IN):
28W x 19.25D x 28H

DIMENSIONS (CM):
71.12W x 48.9D x 71.12H

WEIGHT: 99 pounds

PRODUCT OVERVIEW:
The ultimate mate to a statement bed, this impressive nightstand has all the right moves. Its form feels slightly contemporary, yet is interpreted in traditional materials to masterful effect. A decadent finish of Rich Walnut accentuates its natural wood grain while inset metal elements and pierced metal ferrules in Whisper of Gold convey updated glamour. This nightstand?s two soft-close drawers are as beautiful inside as on the outside and are perfect for keeping bedside essentials close at hand.
FEATURES:
Case finished in Rich Walnut
Inset metal face frame.
Pierced ferrules in plated Whisper of Gold.
Two drawers with soft close undermount guides.
Walnut stain drawer interiors.
CONSTRUCTION:
Leg: 8.5"" H
Top drawer (removable divider): 22.5 x 14 x 3
Bottom drawer (removable divider): 22.5 x 14 x 9.5","CLA-419-0615-1, CLA-419-0615-2, CLA-419-0615-3, CLA-419-0615-4",28,19.25,28
CLA-416-064,Caracole Dress Code Nightstand,Caracole,Furniture > Bedroom > Nightstands,2600,1716,"MATERIAL:
Pine Solids and Quartered Oak Veneers

FINISH:Wedding Dress White, Heron Grey, Soft Taupe, Taupe Paint

DIMENSIONS (IN):
34W x 18D x 29.5H

DIMENSIONS (CM):
86.36W x 45.72D x 74.93H

WEIGHT: 116.6 pounds

PRODUCT OVERVIEW:
Dress Code lives up to its name with quarter-sawn oak drawers that are softly curved, inlaid with a chevron veneer pattern and finished in warm Heron Grey. The drawers are painted on the inside in a soft Taupe Paint. The top drawer has cord access. The drawers are surrounded by a fresh Wedding White frame that sits atop elegantly tapered legs. This classic look is dressed to impress your overnight guests.
FEATURES:
Drawer fronts in Heron Grey with Taupe Paint striping.
Drawer interiors in Soft Taupe.
Three drawers.
Top drawer with two fixed dividers and cord access.

CONSTRUCTION:
Top drawer: 27.25""W x 15.25""D x 2""H.
Middle drawer: 27.25""W x 15.25""D x 3.25""H.
Bottom drawer: 27.25""W x 15.25""D x 5.25""H.","CLA-416-064-1, CLA-416-064-2, CLA-416-064-3, CLA-416-064-4",34,18,29.5
B093-450,Caracole Everly Nightstand ,Caracole,Furniture > Bedroom > Nightstands,2110,1392.6,"MATERIAL:
Birch Solids and Quartered Primavera Veneers

FINISH:Bronzed Ebony, Warm Silver

DIMENSIONS (IN):
32W x 19D x 28.25H

DIMENSIONS (CM):
81.28W x 48.26D x 71.76H

WEIGHT: 83.6 pounds

PRODUCT OVERVIEW:
The Everly Nightstand easily slides in next to any of the beds in The Everly collection or flawlessly mixes with other designs. The dark Bronzed Ebony finish is offset with swirls of Warm Silver paint that decorate the four legs, rim the two softly curved drawers and offset the top. Round ring pulls add the perfect finishing touch. A pull out tray is inset with an antique mirror. Although perfect as a nightstand, this piece could function as easily as a small entry table or as extra storage in a study.
FEATURES:
Two Drawers,
Pull Out Tray with Inset Antique Mirror,
Ferrules and Stretcher at Bottom in Warm Silver Metallic Paint
CONSTRUCTION:
Drawers: 22.5""W x 12.5""D x 3.5""H
Pull Out Tray: 27""W x 7.75""D x 1.25""H","B093-450-1, B093-450-2, B093-450-3",32,19,28.25
B093-451,Caracole Everly Nightstand ,Caracole,Furniture > Bedroom > Nightstands,1730,1141.8,"MATERIAL:
Birch Solids and Quartered Primavera Veneers

FINISH:Bronzed Ebony, Warm Silver

DIMENSIONS (IN):
26W x 19D x 28.25H

DIMENSIONS (CM):
66.04W x 48.26D x 71.76H

WEIGHT: 77 pounds

PRODUCT OVERVIEW:
The Everly Nightstand has a handsome dark Bronzed Ebony finish is offset with swirls of Warm Silver paint that decorate the four legs, rim the two softly curved drawers and offset the top. The dark appearance is counterbalanced by its slender conical legs, finished in Bronzed Ebony, tipped in Warm Silver metallic paint and braced by rails and a decorative ball. Round ring pulls add the perfect finishing touch.
FEATURES:
Two Drawers,
Ferrules and Stretcher at Bottom in Warm Silver Metallic Paint
CONSTRUCTION:
Drawers: 16.5""W x 12""D x 3.75""H","B093-451-1, B093-451-2, B093-451-3, B093-451-4, B093-451-5",26,19,28.25
B093-452,Caracole Everly Nightstand ,Caracole,Furniture > Bedroom > Nightstands,2220,1465.2,"MATERIAL:
Birch Solids and Quartered Primavera Veneers

FINISH:Bronzed Ebony, Warm Silver

DIMENSIONS (IN):
28W x 19D x 28.25H

DIMENSIONS (CM):
71.12W x 48.26D x 71.76H

WEIGHT: 55 pounds

PRODUCT OVERVIEW:
The Everly Mirrored Nightstand adds a shimmer to any bedroom. The Bronzed Ebony case is offset by two antique mirrored drawers ring pulls. The four slender conical legs are finished in Bronzed Ebony with swirls painted in Warm Silver. The legs are tipped in a Warm Silver metallic paint and braced by rails and a decorative ball. Although perfect as a nightstand, this piece could function as easily as an chic end table in a living room or study.
FEATURES:
Antique Mirrored Drawer Fronts,
Two Drawers,
Ferrules and Stretcher at Bottom in Warm Silver Metallic Paint
CONSTRUCTION:
Drawers: 18.75""W x 13""D x 5.5""H","B093-452-1, B093-452-2",28,19,28.25
CLA-416-062,Caracole Floating On Air Nightstand,Caracole,Furniture > Bedroom > Nightstands,4440,2930.4,"MATERIAL:
Pine Solids and Quartered Oak Veneers

FINISH:Heron Grey, Soft White, Whisper of Gold

DIMENSIONS (IN):
32W x 19D x 28H

DIMENSIONS (CM):
81.28W x 48.26D x 71.12H

WEIGHT: 143 pounds

PRODUCT OVERVIEW:
This three-drawer nightstand is a clear winner beside any dreamy bed. Convex drawers gracefully extend from a concave case of quarter-sawn oak and is finished in beautiful Heron Grey. A creamy white bead outlines the drawers for that designer touch. Custom, silver metal ring pulls are interlaced with soft, cream leather. Open the drawers to discover a clean Wedding Dress White palette with a decorative cane stencil on the interior bottoms. The whole cabinet floats off the ground on an acrylic base with clear legs tipped with Whisper of Gold ferrules.
FEATURES:
Acrylic base.
Striping in Soft White.
Three drawers with soft-close guides.
Top drawer with cord access and USB outlet on back
drawer.
Interiors in Soft White with cane stencil on bottom of drawers.
Metal ferrules in Whisper of Gold.
CONSTRUCTION:
Top drawer: 26.25""W x 11.25""D x 2""H.
Middle drawer: 26.25""W x 15.5""D x 2""H.
Bottom drawer: 26.25""W x 15.5""D x 3""H.","CLA-416-062-1, CLA-416-062-2, CLA-416-062-3",32,19,28
CLA-018-031,Caracole Fan Club Dresser ,Caracole,Furniture > Bedroom > Dressers,5290,3491.4,"MATERIAL:
Birch, Bleached Quartered Koto

FINISH:Winter Wheat, Warm Reflections

DIMENSIONS (IN):
68.25W x 20D x 36.75H

DIMENSIONS (CM):
173.36W x 50.8D x 93.35H

WEIGHT: 255.2 pounds

PRODUCT OVERVIEW:
You can?t help but be a big fan of this dazzling dresser. A one-of-a-kind fan motif created with Koto veneers finished in Winter Wheat makes an artful statement across its nine drawer fronts. Its distinctive hardware is plated in Champagne Gold and features a gorgeous Mother of Pearl inlay. At the bottom of its top drawer is an Art Deco-inspired silkscreen, while its drawer interiors are in Warm Reflections. Outlined in a lustrous Warm Reflections, its graceful silhouette is completed with metal-plated ferrules in Champagne Gold.
FEATURES:
Case is finished in Winter Wheat.
Drawer fronts are fan-patterned Koto veneer finished in Winter Wheat.
Solids are painted in Warm Reflections.
Six soft close drawers with undermount guides.
Top drawer bottom features an art deco inspired silkscreen.
Drawer interiors in Warm Reflections.
Metal plated ferrules in Champagne Gold.
Hardware is Champagne Gold with Mother of Pearl inlay.","CLA-018-031-1, CLA-018-031-2, CLA-018-031-3, CLA-018-031-4",68.25,20,36.75
