sku,Name,Brand,Categories,Wholesale,Price,Description,Images
SS707-03-094,Hooker Furniture Living Room William Stationary Sofa,Hooker Furniture,Seating > Sofas,1979,4353.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 96 1/2"" (245.1 cm) 
Depth: 41 1/2"" (105.4 cm) 
Height: 38 1/2"" (97.8 cm) 
Weight: 214 lb (96.3 kg)","SS707-03-094-1,
SS707-03-094-2,
SS707-03-094-3"
SS707-03-089,Hooker Furniture Living Room William Stationary Sofa,Hooker Furniture,Seating > Sofas,1979,4353.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 96 1/2"" (245.1 cm) 
Depth: 41 1/2"" (105.4 cm) 
Height: 38 1/2"" (97.8 cm) 
Weight: 214 lb (96.3 kg)","SS707-03-089-1,
SS707-03-089-2,
SS707-03-089-3"
SS705-PHL3-095,Hooker Furniture Living Room Montel Lay Flat Power Sofa with Power Headrest & Lumbar (Dark),Hooker Furniture,Seating > Sofas,1979,4353.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 87 1/2"" (222.2 cm) 
Depth: 40 1/2"" (102.9 cm) 
Height: 43"" (109.2 cm) 
Weight: 313 lb (140.8 kg)","SS705-PHL3-095-1,
SS705-PHL3-095-2,
SS705-PHL3-095-3,
SS705-PHL3-095-4"
1610-90160-EGLO,Hooker Furniture Bedroom Arabella California King Mirrored Panel Bed,Hooker Furniture,Beds,2360,5192,"A new take on French style that combines classic European elements with modern forms, then adds metals and a touch of glam to create an industrial luxe look. Our Arabella collection marries two of the most pervasive home furniture trends in the last several years Ã industrial interiors and laid-back luxurious looks Ã for a result much greater than the sum of two parts. The new direction takes industrial style, which can become cold and stark, and makes it softer and more romantic by anchoring the look in classic French elements with touches of glam and sparkle.

Width: 81"" (205.7 cm) 
Depth: 92 1/2"" (235 cm) 
Height: 73 3/4"" (187.3 cm) 
Weight: 294.8 lb (132.7 kg)","1610-90160-EGLO-1,
1610-90160-EGLO-2,
1610-90160-EGLO-3"
1610-90166-EGLO,Hooker Furniture Bedroom Arabella King Mirrored Panel Bed,Hooker Furniture,Beds,2272,4998.4,"From the scalloped-shaped headboard covered in shimmery eglomise glass to the chic bun feet, the Arabella King Mirrored Panel Bed is a dream come true for your master bedroom retreat. Glam meets rustic with the chic eglomise glass headboard and footboard, contrasting with the heavily painted charcoal finish on the side panels and bun feet. A new take on French style that combines classic European elements with modern forms, then adds metals and a touch of glam to create an industrial luxe look. Our Arabella collection marries two of the most pervasive home furniture trends in the last several years Ã industrial interiors and laid-back luxurious looks Ã for a result much greater than the sum of two parts. The new direction takes industrial style, which can become cold and stark, and makes it softer and more romantic by anchoring the look in classic French elements with touches of glam and sparkle.

Width: 81"" (205.7 cm) 
Depth: 88 1/2"" (224.8 cm) 
Height: 73 3/4"" (187.3 cm) 
Weight: 279.4 lb (125.7 kg)","1610-90166-EGLO-1,
1610-90166-EGLO-2,
1610-90166-EGLO-3"
3016-90850,Hooker Furniture Bedroom Sanctuary Queen Tufted Bed - Bling,Hooker Furniture,Beds,1745,3839,"Create your own personal sanctuary every night with this iconic Queen tufted bed with curlicue scrolls in Bling finish, accented by gold leafing and antique mirror. The look is balanced by neutral woven tufted upholstery in a flax color in a Linen-Cotton blend. Pursue serenity at home. Create your own personal sanctuary, a special place where you can experience comfort within.

Width: 64"" (162.6 cm) 
Depth: 85 3/4"" (217.8 cm) 
Height: 83"" (210.8 cm) 
Weight: 174 lb (78.3 kg)","3016-90850-1,
3016-90850-2,
3016-90850-3,
3016-90850-4,
3016-90850-5"
3016-90860,Hooker Furniture Bedroom Sanctuary California King Tufted Bed - Bling,Hooker Furniture,Beds,2007,4415.4,"Create your own personal sanctuary every night with this iconic California King tufted bed with curlicue scrolls in Bling finish, accented by gold leafing and antique mirror. The look is balanced by neutral woven tufted upholstery in a flax color in a Linen-Cotton blend. Pursue serenity at home. Create your own personal sanctuary, a special place where you can experience comfort within.

Width: 80"" (203.2 cm) 
Depth: 89 1/2"" (227.3 cm) 
Height: 82 3/4"" (210.2 cm) 
Weight: 227 lb (102.2 kg)","3016-90860-1,
3016-90860-2,
3016-90860-3"
3016-90865,Hooker Furniture Bedroom Sanctuary King Tufted Bed - Bling,Hooker Furniture,Beds,1919,4221.8,"Create your own personal sanctuary every night with this iconic King tufted bed with curlicue scrolls in Bling finish, accented by gold leafing and antique mirror. The look is balanced by neutral woven tufted upholstery in a flax color in a Linen-Cotton blend. Pursue serenity at home. Create your own personal sanctuary, a special place where you can experience comfort within.

Width: 80 1/2"" (204.5 cm) 
Depth: 86"" (218.4 cm) 
Height: 83"" (210.8 cm) 
Weight: 202 lb (90.9 kg)","3016-90865-1,
3016-90865-2,
3016-90865-3,
3016-90865-4"
5070-90260,Hooker Furniture Bedroom Rhapsody California King Panel Bed,Hooker Furniture,Beds,2621,5766.2,"A chevron veneer pattern inspired by a French antique gives a striking appearance to the Rhapsody California King panel bed. Adding to the drama is the elaborately carved headboard, adorned with a grand interpretation of the recurring scroll motif. The final exquisite touch to this focal point piece is the walnut-colored finish inspired by the natural yet rustic nature of reclaimed woods in beautiful patinas. The pecan veneers create character through variations of color tones in the wood, knots and striate. Includes headboard, footboard and rails. A chevron veneer pattern inspired by a French antique gives a striking appearance to the Rhapsody panel bed. Adding to the drama is the elaborately carved headboard, adorned with a grand interpretation of the recurring scroll motif.

Width: 89 3/4"" (228 cm) 
Depth: 96 3/4"" (245.7 cm) 
Height: 80 3/4"" (205.1 cm) 
Weight: 308 lb (138.6 kg)","5070-90260-1,
5070-90260-2,
5070-90260-3,
5070-90260-4"
5070-90266,Hooker Furiture Bedroom Rhapsody King Panel Bed,Hooker Furniture,Beds,2532,5570.4,"A chevron veneer pattern inspired by a French antique gives a striking appearance to the Rhapsody King panel bed. Adding to the drama is the elaborately carved headboard, adorned with a grand interpretation of the recurring scroll motif. The final exquisite touch to this focal point piece is the walnut-colored finish inspired by the natural yet rustic nature of reclaimed woods in beautiful patinas. The pecan veneers create character through variations of color tones in the wood, knots and striate. Includes headboard, footboard and rails. A chevron veneer pattern inspired by a French antique gives a striking appearance to the Rhapsody panel bed. Adding to the drama is the elaborately carved headboard, adorned with a grand interpretation of the recurring scroll motif.

Width: 89 3/4"" (228 cm) 
Depth: 92 3/4"" (235.6 cm) 
Height: 80 3/4"" (205.1 cm) 
Weight: 280 lb (126 kg)","5070-90266-1,
5070-90266-2,
5070-90266-3,
5070-90266-4"
5070-90550,Hooker Furniture Bedroom Rhapsody Queen Tufted Bed,Hooker Furniture,Beds,2706,5953.2,"Grand scale and soft, sweeping lines infuse the statement Rhapsody Queen Tufted Bed with emotion. Upholstered in a beautifully woven multi-dimensional texture fabric in a creamy Aurora Ecru color with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this iconic bed. Includes headboard, footboard and rails. Grand scale and serpentine lines distinguish the statement Rhapsody sleigh bed. Upholstered in a beautifully woven multi-dimensional textured fabric in a creamy blend of neutral colors with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this over-the-top bed.

Width: 70 1/4"" (178.4 cm) 
Depth: 107 1/2"" (273 cm) 
Height: 71 1/2"" (181.6 cm) 
Weight: 356 lb (160.2 kg)","5070-90550-1,
5070-90550-2,
5070-90550-3,
5070-90550-4"
5070-90560,Hooker Furniture Bedroom Rhapsody California King Tufted Bed,Hooker Furniture,Beds,2966,6525.2,"Grand scale and soft, sweeping lines infuse the statement Rhapsody California King Tufted Bed with emotion. Upholstered in a beautifully woven multi-dimensional texture fabric in a creamy Aurora Ecru color with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bad adds the final touch of classic appeal to this iconic bed. Includes headboard, footboard and rails. Grand scale and serpentine lines distinguish the statement Rhapsody sleigh bed. Upholstered in a beautifully woven multi-dimensional textured fabric in a creamy blend of neutral colors with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this over-the-top bed.

Width: 85 3/4"" (217.8 cm) 
Depth: 116 1/4"" (295.3 cm) 
Height: 71 1/2"" (181.6 cm) 
Weight: 285 lb (128.2 kg)","5070-90560-1,
5070-90560-2,
5070-90560-3,
5070-90560-4"
5070-90560A-GRY,Hooker Furniture Bedroom Rhapsody 6/0 California King Tufted Bed,Hooker Furniture,Beds,3059,6729.8,"Grand scale and soft, sweeping lines infuse the statement Rhapsody California King Tufted Bed with emotion. Upholstered in a beautifully woven multi-dimensional texture fabric in a dreamy deep fog color with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this iconic bed. Includes headboard, footboard and rails. Grand scale and serpentine lines distinguish the statement Rhapsody sleigh bed. Upholstered in a distinctive charcoal fabric with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this over-the-top bed. The groundbreaking Rhapsody Collection brings together classic design elements, grand scale, and a relaxed rustic finish to create an impassioned marriage of casual opulence. Exuberant scale and serpentine shapes infuse the pieces with emotion, while timeless motifs like scrolls, rope twist molding, the acanthus leaf and fleur de lis anchor Rhapsody in old world charm. Building on the grand scale and classic European design is the defining element of the collection: a walnut-colored finish inspired by the natural yet rustic nature of reclaimed woods in beautiful patinas.

Width: 85 3/4"" (217.8 cm) 
Depth: 116 1/4"" (295.3 cm) 
Height: 71 1/2"" (181.6 cm) 
Weight: 248 lb (111.6 kg)","5070-90560A-GRY-1,
5070-90560A-GRY-2,
5070-90560A-GRY-3,
5070-90560A-GRY-4"
5070-90566,Hooker Furniture Bedroom Rhapsody King Tufted Bed,Hooker Furniture,Beds,2877,6329.4,"Grand scale and soft, sweeping lines infuse the statement Rhapsody King Tufted Bed with emotion. Upholstered in a beautifully woven multi-dimensional texture fabric in a creamy Aurora Ecru color with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this iconic bed. Includes headboard, footboard and rails. Grand scale and serpentine lines distinguish the statement Rhapsody sleigh bed. Upholstered in a beautifully woven multi-dimensional textured fabric in a creamy blend of neutral colors with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this over-the-top bed.

Width: 85 3/4"" (217.8 cm) 
Depth: 107 1/2"" (273 cm) 
Height: 71 1/2"" (181.6 cm) 
Weight: 258 lb (116.1 kg)","5070-90566-1,5070-90566-2,5070-90566-3,5070-90566-4"
5070-90566A-GRY,Hooker Furniture Bedroom Rhapsody King Tufted Bed (Dark),Hooker Furniture,Beds,2970,6534,"Grand scale and soft, sweeping lines infuse the statement Rhapsody King Tufted Bed with emotion. Upholstered in a beautifully woven multi-dimensional texture fabric in a dreamy deep fog color with repeated tufting for a plush appearance, the bed is easily mixed with any color scheme. Acanthus leaf carving detail around the base of the bed adds the final touch of classic appeal to this iconic bed. Includes headboard, footboard and rails. The groundbreaking Rhapsody Collection brings together classic design elements, grand scale, and a relaxed rustic finish to create an impassioned marriage of casual opulence. Exuberant scale and serpentine shapes infuse the pieces with emotion, while timeless motifs like scrolls, rope twist molding, the acanthus leaf and fleur de lis anchor Rhapsody in old world charm. Building on the grand scale and classic European design is the defining element of the collection: a walnut-colored finish inspired by the natural yet rustic nature of reclaimed woods in beautiful patinas.

Width: 85 3/4"" (217.8 cm) 
Depth: 107 1/2"" (273 cm) 
Height: 71 1/2"" (181.6 cm) 
Weight: 248 lb (111.6 kg)","5070-90566A-GRY-1,
5070-90566A-GRY-2,
5070-90566A-GRY-3"
5180-90850,Hooker Furniture Bedroom Corsica Queen Upholstery Shelter Bed,Hooker Furniture,Beds,1733,3812.6,"This curvaceous Queen shelter bed with hand-carved design details, accented by rows of nailhead trim and upholstered in a natural linen fabric, will set the tone for a bedroom of livable elegance. The wire-brushed, artisan natural finish with reclaimed character on exotic Acacia wood is known for its rustic charm, tactile hand, knots and color variations in serene organic hues of gray, rose and natural. Upholstered fabric in 80% Cotton and 20% Polyester. Includes headboard, footboard and rails. Like the Mediterranean island for which it is named, Corsica is a melting pot of timeless design influences with a sun washed ambience and casual attitude. Gracefully shaped architectural forms of Italian, French and Belgian origin are accentuated by a wire brushed artisan finish with a reclaimed character.

Width: 64 3/4"" (164.5 cm) 
Depth: 90 1/4"" (229.2 cm) 
Height: 62 3/4"" (159.4 cm) 
Weight: 179 lb (80.6 kg)","5180-90850-1,
5180-90850-2,
5180-90850-3,
5180-90850-4"
5180-90866,Hooker Furniture Bedroom Corsica King Upholstery Shelter Bed,Hooker Furniture,Beds,1897,4173.4,"This curvaceous King shelter bed with hand-carved design details, accented by rows of nailhead trim and upholstered in a natural linen fabric, will set the tone for a bedroom of livable elegance. The wire-brushed, artisan natural finish with reclaimed character on exotic Acacia wood is known for its rustic charm, tactile hand, knots and color variations in serene organic hues of gray, rose and natural. Upholstered fabric in 80% Cotton and 20% Polyester. Includes headboard, footboard and rails. Like the Mediterranean island for which it is named, Corsica is a melting pot of timeless design influences with a sun washed ambience and casual attitude. Gracefully shaped architectural forms of Italian, French and Belgian origin are accentuated by a wire brushed artisan finish with a reclaimed character.

Width: 80 3/4"" (205.1 cm) 
Depth: 90 1/4"" (229.2 cm) 
Height: 64"" (162.6 cm) 
Weight: 232 lb (104.4 kg)","5180-90866-1,
5180-90866-2,
5180-90866-3,
5180-90866-4"
5280-90866,Hooker Furniture Bedroom Corsica Dark King Shelter Bed,Hooker Furniture,Beds,1896,4171.2,"This curvaceous upholstered shelter bed with hand-carved design details and a natural linen fabric contrasting with a dramatic dark finish will set the tone for a bedroom of livable elegance. The wire-brushed, artisan espresso finish has a reclaimed character. The Corsica Shelter Bed is crafted in exotic Acacia wood, known for its rustic charm, tactile hand, knots and color variations in organic hues. Includes headboard, footboard and rails. Upholstered fabric in 80% Cotton and 20% Polyester. Like the Mediterranean island for which it is named, Corsica is a melting pot of timeless design influences with a sun washed ambience and casual attitude. Gracefully shaped architectural forms of Italian, French and Belgian origin are accentuated by a wire brushed artisan finish with a reclaimed character.

Width: 80 3/4"" (205.1 cm) 
Depth: 90 1/4"" (229.2 cm) 
Height: 64"" (162.6 cm) 
Weight: 232 lb (104.4 kg)","5280-90866-1,5280-90866-2,5280-90866-3,5280-90866-4
"
5381-90850,Hooker Furniture Bedroom Leesburg Queen Upholstered Bed,Hooker Furniture,Beds,908,1997.6,"Plush, grand and inviting, the Leesburg Queen Upholstered Bed features an exquisite cream-colored, diamond-tufted headboard with a rich mahogany border on the headboard and footboard, along with nailhead trim in an antique brass finish. Crafted of elegant cathedral and swirl mahogany veneers. The bed includes headboard, footboard and rails, and the headboard can be used alone. Leesburg harkens back to an antebellum time when elegant traditional mahogany furnishings with graceful lines set the stage for Southern hospitality and grand occasions. The mixture of rich mahogany with the more casual antique white finish results in an unexpected twist on classic style with a fashion flair.

Width: 65 3/4"" (167 cm) 
Depth: 89"" (226.1 cm) 
Height: 66"" (167.6 cm) 
Weight: 192 lb (86.4 kg)","5381-90850-1,
5381-90850-2,
5381-90850-3"
5381-90866,Hooker Furniture Bedroom Leesburg King Upholstered Bed,Hooker Furniture,Beds,1073,2360.6,"Plush, grand and inviting, the Leesburg King Upholstered Bed features an exquisite cream-colored, diamond-tufted headboard with a rich mahogany border on the headboard and footboard, along with nailhead trim in an antique brass finish. Crafted of elegant cathedral and swirl mahogany veneers. The bed includes headboard, footboard and rails, and the headboard can be used alone. Leesburg harkens back to an antebellum time when elegant traditional mahogany furnishings with graceful lines set the stage for Southern hospitality and grand occasions. The mixture of rich mahogany with the more casual antique white finish results in an unexpected twist on classic style with a fashion flair.

Width: 81 3/4"" (207.6 cm) 
Depth: 89"" (226.1 cm) 
Height: 68"" (172.7 cm) 
Weight: 235 lb (105.8 kg)","5381-90866-1,
5381-90866-2,
5381-90866-3"
5447-90866,Hooker Furniture Bedroom Archivist King Upholstered Shelter Bed,Hooker Furniture,Beds,1566,3445.2,"Exuding a larger-than-life ambience, the romantic Archivist King Upholstered Shelter Bed has shaped wood and upholstery tack trim around the upholstered headboard, rails and footboard. A statement piece of tasteful style, the graceful Archivist bed silhouette features a soft casual pecan-colored finish with a rustic character that contrasts beautifully with the Aubergine Linen cream-colored upholstery fabric. A design archive that captures epic European and American style elements spanning continents and centuries, Archivist exudes a larger-than-life ambience. With a world-traveled pedigree, Archivist embraces both grand opulence and beloved, comfortable and simple forms.

Width: 81"" (205.7 cm) 
Depth: 84"" (213.4 cm) 
Height: 68"" (172.7 cm) 
Weight: 193 lb (86.8 kg)","5447-90866-1,5447-90866-2,5447-90866-3,5447-90866-4,
5447-90866-5"
1600-10459-MWD,Hooker Furniture Home Office Curata Leg Desk,Hooker Furniture,Desks,1186,2609.2,"The Curata desk with sleek metal legs has three drawers including a center drop-front drawer for keyboard use and 2 utility drawers and a writing slide. Create a curated chic modern look with an eclectic mix of sophisticated materials and finishes in the Curata Collection. Curata, meaning ""curated"" in Italian, mixes materials like black nickel, stainless brushed brass and marble with three distinct rustic modern finishes for a simple, yet urbane design. Inspired by timeless shapes and chic materials, Curata exudes a ""less is more"" feel by spotlighting the design of each piece and giving precise attention to detail.

Width: 68"" (172.7 cm) 
Depth: 28"" (71.1 cm) 
Height: 30 1/4"" (76.8 cm) 
Weight: 138.6 lb (62.4 kg)","1600-10459-MWD-1,
1600-10459-MWD-2,
1600-10459-MWD-3,
1600-10459-MWD-4"
