sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height,
8116-34,Maitland Smith Decoratif Console Table ,Maitland Smith,"Tables > Console Tables, Showroom Inventory",3447,30%,2412.9,"French Polish Ebony Zebrano Veneer Console Table, Brushed Satina Brass Accents

Dimensions: 
W: 57""  D: 13:  H: 35""
","8116-34-1, 8116-34-2, 8116-34-3, 8116-34-4, 8116-34-5, 8116-34-6",57,13,35,
8102-44,Maitland Smith Alec Counter Stool,Maitland Smith,Seating > Counter Stools,3237,30%,2265.9,"W: 26 in D: 26 in H: 39 in 
Weight        58 lb
Aged Regency Finished Mahogany Swivel Counter Stool, Venetian Regal Leather Upholstery

Also Available as Barstool 8115-42",8102-44-1,26,26,39,
8115-42,Maitland Smith Alec Barstool,Maitland Smith,Seating > Bar Stools ,3297,30%,2307.9,"W: 26 in D: 30 in H: 43 in 
Weight        58 lb
Aged Regency Finished Mahogany Swivel Barstool, Venetian Regal Leather Upholstery

Also Available as Counter Stool 8102-44",8115-42-1,26,30,43,
8110-43,Maitland Smith Floral Occasional Chair,Maitland Smith,Seating > Occasional Chairs,5997,30%,4197.9,"W: 31 in D: 30 in H: 43 in 
Weight	58 lb
Hand Painted Occasional Chair with Floral Motif, Jacarta Sand Leather Upholstery","8110-43-1, 8110-43-2",31,30,43,
RA1035-SAV-COG,Maitland Smith Elkhorn Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2397,30%,1677.9,"W: 30 in D: 38 in H: 37 in 
Weight        82 lb
Elkhorn Occasional Chair in Shawnee Bark Leather Upholstery, Tack Accents",RA1035-SAV-COG-1,30,38,37,
RA1056S-PAS-PEW,Maitland Smith Clarissa Swivel Chair,Maitland Smith,Seating > Occasional Chairs,2157,30%,1509.9,"W: 33 in D: 32 in H: 28 in 
Weight	82 lb
Clarissa Swivel Chair in Pasadena Pewter Leather Upholstery, Tack Accents",RA1056S-PAS-PEW-1,33,32,28,
RA1075-RUS-SAD,Maitland Smith Parson Occasional Chair,Maitland Smith,Seating > Occasional Chairs,3597,30%,2517.9,"W: 34 in D: 44 in H: 40 in 
Weight	110 lb
Parson Occasional Chair in Rustic Saddle Leather Upholstery",RA1075-RUS-SAD-1,34,44,40,
RA1082-SAV-IND,Maitland Smith Pryor Occasional Chair,Maitland Smith,Seating > Occasional Chairs,3297,30%,2307.9,"W: 31 in D: 37 in H: 43 in 
Weight	95 lb
Pryor Occasional Chair in Saville Indigo Leather Upholstery, Tack Accents",RA1082-SAV-IND-1,31,37,43,
RA1134-MAS-CHE,Maitland Smith Piper Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2487,30%,1740.9,"W: 32 in D: 39 in H: 37 in 
Weight	79 lb
Piper Occasional Chair in Masterpiece Chestnut Leather Upholstery, Tack Accents",RA1134-MAS-CHE-1,32,39,37,
RA1134-PLA-CAR,Maitland Smith Piper Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2697,30%,1887.9,"W: 30 in D: 39 in H: 37 in 
Weight	79 lb
Piper Occasional Chair in Plano Caramel Leather Upholstery, Tack Accents",RA1134-PLA-CAR-1,30,39,37,
RA1139-L-DEL-MIN,Maitland Smith Veronica Leg Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2247,30%,1572.9,"W: 29 in D: 31 in H: 29 in 
Weight	62 lb
Veronica Leg Occasional Chair in Del Rio Mink Leather Upholstery, Tack Accents",RA1139-L-DEL-MIN-1,29,31,29,
RA1139-S-CAL-CLY,Maitland Smith Veronica Swivel Chair,Maitland Smith,Seating > Occasional Chairs,2637,30%,1845.9,"W: 28 in D: 31 in H: 27 in 
Weight	80 lb
Veronica Swivel Chair in Calvert Clay Leather Upholstery, Tack Accents",RA1139-S-CAL-CLY-1,28,31,27,
RA1165-S-WIM-SLA,Maitland Smith Thompson Swivel Chair ,Maitland Smith,Seating > Occasional Chairs,2667,30%,1866.9,"W: 29 in D: 36 in H: 36 in 
Weight	98 lb
Thompson Swivel Chair in Wimberly Slate Leather Upholstery, Tack Accents",RA1165-S-WIM-SLA-1,29,36,36,
RA1204S-THU-CHE,Maitland Smith Callie Swivel Chair,Maitland Smith,Seating > Occasional Chairs,2487,30%,1740.9,"W: 30 in D: 35 in H: 31.50 in 
Weight	88 lb
Callie Swivel Chair in Thunder Chestnut Leather Upholstery","RA1204S-THU-CHE-1, RA1204S-THU-CHE-2",30,35,31.5,
RA1264-ROW-NUT,Maitland Smith Durbin Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2757,30%,1929.9,"W: 36 in D: 39 in H: 40 in 
Weight	108 lb
Durbin Occasional Chair in Rowdy Nutmeg Leather Upholstery",RA1264-ROW-NUT-1,36,39,40,
RA172-DAN-TOB,Maitland Smith Vermont Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2667,30%,1866.9,"W: 30 in D: 37 in H: 35 in 
Weight	81 lb
Vermont Occasional Chair in Danbury Tobacco Leather Upholstery, Tack Accents",RA172-DAN-TOB-1,30,37,35,
8110-51,Maitland Smith Rubbed Mahogany Finished Buffet,Maitland Smith,Credenzas & Sideboards,14247,30%,9972.9,"W: 84 in D: 26 in H: 38 in 
Weight	444 lb
Rubbed Mahogany Finished Buffet with Carved Gold Gilded Accents",8110-51-1,84,26,38,
8134-51,Maitland Smith Hand Painted Red Ground Chinoiserie Chest of Drawers,Maitland Smith,Chests,7797,30%,5457.9,"W: 50 in D: 20 in H: 35 in 
Weight	160 lb
Hand Painted Red Ground Chinoiserie Chest of Drawers with Dark Snakeskin Stone Top",8134-51-1,50,20,35,
8117-34,Maitland Smith Ming Console Table,Maitland Smith,Tables > Console Tables,4197,30%,2937.9,"W: 88 in D: 20 in H: 33 in 
Weight	190 lb
Hand Carved Natural Finished Teakwood Console Table, Floral Decoration
",8117-34-1,88,20,33,
8167-34,Maitland Smith Biomorphic Console Table,Maitland Smith,Tables > Console Tables,22497,30%,15747.9,"W: 60 in D: 25 in H: 32 in 
Weight	340 lb
Cast Resin Gold Leaf Biomorphic Console Table with Glass Top","8167-34-1, 8167-34-2",60,25,32,
HM1017N,Maitland Smith Jinx Small Nickel Console,Maitland Smith,Tables > Console Tables,1995,30%,1396.5,"W: 38 in D: 10 in H: 32 in 
Weight	50 lb
Nickel Finished Jinx Small Console Table with Inset Glass Top and Shelf
",HM1017N-1,38,10,32,
HM1017N-2,Maitland Smith Jinx Small Brass Console,Maitland Smith,Tables > Console Tables,1995,30%,1396.5,"W: 36 in D: 10 in H: 32 in 
Weight	50 lb
Brass Finished Small Jinx Console Table with Inset Glass Top and Shelf
",HM1017N-2-1,36,10,32,
HM1096,Maitland Smith Bunk Console,Maitland Smith,Tables > Console Tables,3237,30%,2265.9,"W: 60 in D: 18 in H: 34 in 
Weight	140 lb
Bunk Console with Aged Bronze Finished Base and Stone Top
",HM1096-1,60,18,34,
HM1106,Maitland Smith Sage Console,Maitland Smith,Tables > Console Tables,3297,30%,2307.9,"W: 52 in D: 20 in H: 32.25 in 
Weight	125 lb
Sage Console Table with Dark Finished Maple Solids and Cerused Oak Veneered Top
",HM1106-1,52,20,32.25,
HM1330N-1,Maitland Smith Weave Console Table,Maitland Smith,Tables > Console Tables,3585,30%,2509.5,"W: 60 in D: 16 in H: 32 in
WEAVE CONSOLE TABLE (ZINC)
Weight        79 lb","HM1330N-1-1, HM1330N-1-2",60,16,32,
8166-16,Maitland Smith Rococo Candelabra,Maitland Smith,Accessories > Candelabras,3447,30%,2412.9,"W: 10 in D: 10 in H: 29 in 
Weight	36 lb
Sherwood Brass Urn Candelabra with Gold Agate Stone Base
",8166-16-1,10,10,29,
8167-10,Maitland Smith Proudest Peacock Sculpture,Maitland Smith,Art > Sculptures > Bronze,3237,30%,2265.9,"W: 19 in D: 19 in H: 21 in 
Weight	1 lb
Cast Brass Peacock with Assorted Shell Inlay, Black Waxstone Base
",8167-10-1,19,19,21,
8210-10,Maitland Smith Cupid Sculpture ,Maitland Smith,Art > Sculptures > Bronze,3237,30%,2265.9,"W: 22 in D: 24 in H: 42 in 
Weight	124 lb
Dark Bronze and Verdigris Patina Brass Cupid and Female Figure on Black Marble Base",8210-10-1,22,24,42,
8229-10,Maitland Smith Leaping Tiger,Maitland Smith,Art > Sculptures > Bronze,795,30%,556.5,"W: 12 in D: 5 in H: 11 in 
Weight	15 lb
Antiqued Finished Cast Brass Tiger on Black Penshell Base",8229-10-1,12,5,11,
8109-55,Maitland Smith Map Writing Desk,Maitland Smith,Desks,10497,30%,7347.9,"W: 73 in D: 39 in H: 31 in 
Weight        194 lb
Aged Regency Finished Desk, Intricate Inlaid Marquetry Top in Various Veneers

Three Drawers Across the Front with Center Drop Down, Two Corner Drawers, One Side Drawer with Three Grounded Outlet Strip, Two Desk Grommets to Accommodate Electrical Cords. Veneers: Maple, Walnut Burl, Olive Ash Burl, Tulipwood, Mahogany, Santos Rosewood, Dyed Red Mahogany, Dyed Green Mahogany, Kingwood","8109-55-1, 8109-55-2, 8109-55-3, 8109-55-4",73,39,31,
8113-53,Maitland Smith Parchment Desk,Maitland Smith,Desks,6147,30%,4302.9,"W: 65 in D: 31 in H: 30 in 
Weight        220 lb
Ebony Finished Desk with Parchment Leather Inlay, Shell and Champagne Silver Accents
Four Drawers Desk Opening: 24W x 25 1/2""H",8113-53-1,65,31,30,
8115-55,Maitland Smith Malaquita Desk,Maitland Smith,Desks,7197,30%,5037.9,"W: 62 in D: 29 in H: 30 in 
Weight	150 lb
Painted Faux Malachite Desk with Black Leather Inlay with Gold Tooling, Soft Brass Accents
","8115-55-1, 8115-55-2",62,29,30,
8116-55,Maitland Smith Map Partner's Oval Desk,Maitland Smith,Desks,15987,30%,11190.9,"W: 71 in D: 45 in H: 31 in 
Weight	442 lb
Aged Regency Finished Oval Map Partner's Desk with Marquetry and Brass Accents

Veneers: Maple, Walnut Burl, Olive Ash Burl, Tulipwood, Mahogany, Santos Rosewood, Dyed Red Mahogany, Dyed Green Mahogany, Kingwood","8116-55-1, 8116-55-2",71,45,31,
8105-35,Maitland Smith Greek Key Dining Table,Maitland Smith,Tables > Dining Tables,10497,30%,7347.9,"W: 111 in D: 48 in H: 30 in 
Mahogany Finished Crotch Mahogany Veneer Dining Table, Crossbanding Top, Brass Mounts
Weight	387 lb
90"" without Leaf, Includes One 21"" leaf, Bottom of Table To Floor: 29""","8105-35-1, 8105-35-2, 8105-35-3",111,48,30,
8107-35,Maitland Smith Manor Dining Table,Maitland Smith,Tables > Dining Tables,11547,30%,8082.9,"W: 137 in D: 47 in H: 31 in 
Weight	404 lb
Mahogany Finished Double Pedestal Dining Table with Carved Gilded Accents
Dining Table Comes with Three 21"" Leaves, Apron to the Floor: 25""",8107-35-1,137,47,31,
8103-35,Maitland Smith Roundabout Dining Table,Maitland Smith,Tables > Dining Tables,10347,30%,7242.9,"W: 88 in D: 88 in H: 30 in 
Weight	369 lb
Aged Regency Finished Expandable Dining Table, Crotch Mahogany Veneer, Brass Accents
64"" Diameter without the Leaves Includes 5 12"" Leaves Apron to the Floor: 28""","8103-35-1, 8103-35-2, 8103-35-3",88,88,30,
RA1185-3-DEL-BAR,Maitland Smith Reynolds Sofa,Maitland Smith,Seating > Sofas,5487,30%,3840.9,"W: 83 in D: 41 in H: 38 in 
Weight	183 lb
Reynolds Sofa in Del Rio Bark Leather Upholstery, Tack Accents
",RA1185-3-DEL-BAR-1,83,41,38,
RA3097-BEN-LOD,Maitland Smith Marley Tufted Sofa,Maitland Smith,Seating > Sofas,5997,30%,4197.9,"W: 92 in D: 37 in H: 31 in 
Weight	166 lb
Marley Tufted Sofa in Benito Loden Leather Upholstery, Tack Accents",RA3097-BEN-LOD-1,92,37,31,
RA3188-LOL-WHE,Maitland Smith Dobbs Sofa,Maitland Smith,Seating > Sofas,5547,30%,3882.9,"W: 90 in D: 36 in H: 30 in 
Weight	184 lb
Dobbs Sofa in Lola Wheat Leather Upholstery, Tack Accents",RA3188-LOL-WHE-1,90,36,30,
RA324-WIP-BAR,Maitland Smith Washington Sofa,Maitland Smith,Seating > Sofas,5697,30%,3987.9,"W: 90 in D: 42 in H: 32 in 
Weight	205 lb
Washington Sofa in Wipe Off Leather Upholstery, Tufted, Tack Accents",RA324-WIP-BAR-1,90,42,32,
HM1307,Maitland Smith Tangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3597,30%,2517.9,"W: 50 in D: 32 in H: 18 in 
Weight	190 lb
Textured Forged Iron Tangle Cocktail Table in Gold Leaf Finish with Glass Top
Matching Tangle Console HM1308",HM1307-1,50,32,18,
HM1308,Maitland Smith Tangle Console Table,Maitland Smith,Tables > Console Tables,3597,30%,2517.9,"W: 56 in D: 18 in H: 34 in 
Weight	170 lb
Iron Forged Textured Gold Leaf Tangle Console Table with Tempered Glass Top",HM1308-1,56,18,34,
HM1314C,Maitland Smith Blitz Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5697,30%,3987.9,"W: 60 in D: 34 in H: 18 in 
Weight        64 lb
Blitz Cocktail Table with Brushed Nickel Finished Metal Base and Burl Top
Matching Blitz Lamp Table HM1314L, Blitz Console HM1314N

Burl top with metal legs.",HM1314C-1,60,34,18,
HM1314L,Maitland Smith Blitz Lamp Table,Maitland Smith,Tables > End Tables,3147,30%,2202.9,"W: 24 in D: 24 in H: 26 in 
Weight        58 lb
Metal Base Blitz Lamp Table with Burl Top
Matching Blitz Cocktail Table HM1314C, Blitz Console HM1314N

Burl top with metal legs.",HM1314L-1,24,24,26,
HM1314N,Maitland Smith Blitz Console Table,Maitland Smith,Tables > Console Tables,5247,30%,3672.9,"W: 66 in D: 16 in H: 32 in 
Weight        35 lb
Metal Base Blitz Console Table with Burl Top
Matching Blitz Cocktail Table HM1314C, Matching Blitz Lamp Table HM1314L
Burl top with metal legs.",HM1314N,66,16,32,
HM1316,Maitland Smith Susa Chairside Table,Maitland Smith,Tables > Occasional Tables,2697,30%,1887.9,"W: 26 in D: 20 in H: 24 in 
Weight	60 lb
Metallized Brass Susa Chairside Table with Lay-on Glass Top
Metallized brass finish.","HM1316-1, HM1316-2",26,20,24,
HM1319,Maitland Smith Bangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3087,30%,2160.9,"W: 40 in D: 40 in H: 19 in 
Weight	142 lb
Gold Leaf Finished Wrought Iron Bangle Cocktail Table with Glass Top
",HM1319-1,40,40,19,
HM1213,Maitland Smith Pixie Chairside Table,Maitland Smith,Tables > End Tables,1947,30%,1362.9,"Brass Pixie Chairside Table with Antique Mirror Glass Top

Brass base with Hammered texture on lower area fading toward the top
Antique Mirror inset in Walnut top

W: 17 in D: 17 in H: 26 in 
Weight	89 lb",HM1213-1,17,17,26,
HM1286,Maitland Smith Halo Chairside Table,Maitland Smith,Tables > End Tables,1095,30%,766.5,"Burnished Gold Leaf Halo Chairside Table with Carrara Scagolia Top

W: 14.75 in D: 14.75 in H: 24 in 
Weight	13 lb","HM1286-1, HM1286-2",14.75,14.75,24,
8292-36,Maitland Smith Geometric Charcoal Accesnt Table,Maitland Smith,Tables > End Tables,1137,30%,795.9,"Sterling Silver Leaf Textured Iron Accent Table with Faux Charcoal Shagreen Leather Top

W: 14 in D: 14 in H: 20 in 
Weight	32 lb
",8292-36-1,14,14,20,
8291-30,Maitland Smith Geometric Ivory Accent Table,Maitland Smith,Tables > End Tables,1197,30%,837.9,"Antique Gold Finished Iron Accent Table with Faux Ivory Shagreen Leather Top

W: 14 in D: 14 in H: 20 in
Weight	27 lb",8291-30-1,14,14,20,
8342-32,Maitland Smith Form Occasional Table,Maitland Smith,Tables > End Tables,2547,30%,1782.9,"Antiqued Finished Cast Brass Form Accent Table with Gray Crystal Stone Top

W: 13.50 in D: 13.50 in H: 24 in
Weight	41 lb","8342-32-1, 8342-32-2",13.5,13.5,24,
8144-30,Maitland Smith Labrador Accent Table,Maitland Smith,Tables > End Tables,2697,30%,1887.9,"Metallic Brown Finished Cast Resin Labrador with Tray Table, Antique Brass Accents

W: 22 in D: 31 in H: 32 in
Weight	65 lb","8144-30-1, 8144-30-2",22,31,32,
8105-30,Maitland Smith Stiletto Occasional Table,Maitland Smith,Tables > End Tables,2157,30%,1509.9,"Brown Crackled Penshell Inlaid Accent Table

W: 16 in D: 12 in H: 25 in
Weight	17 lb
",8105-30-1,16,12,25,
8120-32,Maitland Smith Alexandra Accent Table,Maitland Smith,Tables > End Tables,3237,30%,2265.9,"Ebony Finished Accent Table with Multi Shell Inlaid Top, Antique Brass Accents

W: 16 in D: 16 in H: 29 in 
Weight	34 lb",8120-32-1,16,16,29,
8132-30,Maitland Smith Ivan Occasional Table,Maitland Smith,Tables > End Tables,1137,30%,795.9,"Ebony Finished Round Occasional Table with Gold Gilded Accents

W: 18 in D: 18 in H: 28 in
Weight	31 lb",8132-30-1,18,18,28,
HM1020L,Maitland Smith Jinx Nickel Round Side Table,Maitland Smith,Tables > End Tables,1845,30%,1291.5,"Nickel Finished Jinx Round Side Table with Glass Top and Shelf

Matching Console and Cocktail Table Available
Metal frame with Nickel finish with glass top and glass shelf.

W: 24 in D: 24 in H: 25 in
Weight	53 lb",HM1020L-1,24,24,25,
HM1020L-2,Maitland Smith Jinx Brass Round Side Table,Maitland Smith,Tables > End Tables,1845,30%,1291.5,"Brass Finished Jinx Round Occasional Table with Glass Top and Shelf

Matching Console and Cocktail Table Available
Metal frame with Brass finish with glass top and glass shelf.

W: 24 in D: 24 in H: 25 in
Weight	53 lb",HM1020L-2-1,24,24,25,
HM1092,Maitland Smith Brie Chairside Table,Maitland Smith,Tables > End Tables,1497,30%,1047.9,"Gold Burnished Steel Brie Chairside Table with Cast Travertine Top

Gold burnished Steel with Cast Travertine top

W: 20 in D: 20 in H: 24 in 
Weight	58 lb",HM1092-1,20,20,24,
HM1019E-2,Maitland Smith Jinx Brass Rectangle Side Table,Maitland Smith,Tables > End Tables,1845,30%,1291.5,"Brass Finished Jinx Side Table with Glass Top and Shelf

Matching Console and Cocktail Table Available
Metal frame with Brass finish with glass top and glass shelf.

W: 22 in D: 27 in H: 25 in
Weight	80 lb",HM1019E-2-1,22,27,25,
HM1019E,Maitland Smith Jinx Nickel Rectangular Side Table,Maitland Smith,Tables > End Tables,1797,30%,1257.9,"Nickel Finished Jinx Side Table with Inset Glass Top and Shelf

Matching Console and Cocktail Tables Available
Metal frame with Nickel finish with glass top and glass shelf.

W: 22 in D: 27 in H: 25 in 
Weight	80 lb",HM1019E-1,22,27,25,
HM1043,Maitland Smith Gliss Square Lamp Table,Maitland Smith,Tables > Occasional Tables,3357,30%,2349.9,"Antique Gold Finished Gliss Occasional Table with a Textured Steel Base and Grey Burl Top

Antique Brass with beveled glass

W: 26 in D: 26 in H: 26 in 
Weight	69 lb",HM1043-1,26,26,26,
HM1333L,Maitland Smith League Chairside Table,Maitland Smith,Tables > End Tables,1797,30%,1257.9,"Venetian Pewter Finished Wrought Iron League Chairside Table with Arctic Grey Scagliola Top

Matching League Cocktail Table HM1333C, League Console HM1333N, League Etagere HM1333T

W: 26 in D: 24 in H: 25 in 
Weight	90 lb","HM1333L-1, HM1333L-2",26,24,25,
HM1079,Maitland Smith Haiku Lamp Table,Maitland Smith,Tables > Occasional Tables,1647,30%,1152.9,"Aged Bronze Finished Haiku Lamp Table with Smoked Oak Top

Aged Bronze Steel with Smoked Oak Top

W: 26 in D: 26 in H: 24 in 
Weight	38 lb

",HM1079-1,26,26,24,
HM1094,Maitland Smith Circuit Chairside Table,Maitland Smith,Tables > End Tables,1497,30%,1047.9,"Wrought Iron Curcuit Chairside Table with Cast Stone Top

Wrought Iron base with Cast Stone top

W: 22 in D: 22 in H: 24 in 
Weight	98 lb

",HM1094-1,22,22,24,
HM1279,Maitland Smith Gem Lamp Table,Maitland Smith,Tables > End Tables,2667,30%,1866.9,"Cast Acrylic Gem Lamp Table with Creme Lacquer Top


W: 27 in D: 27 in H: 24 in 
Weight	53 lb",HM1279-1,27,27,24,
8154-32,Maitland Smith Elsie Occasional Table,Maitland Smith,Tables > Occasional Tables,4947,30%,3462.9,"Aged Persimmon Lacquer Finished Elsie Occasional Table with Monticello Brass Accents

W: 27 in D: 27 in H: 26 in 
Weight	53 lb",8154-32-1,27,27,26,
HM1224,Maitland Smith Cleve Chairside Tray Table,Maitland Smith,Tables > Occasional Tables,2397,30%,1677.9,"Cleave Chairside Table with Antiqued Bronze Finished Metal Base and Rustic Walnut Top

Matching Cleve Cocktaill Table HM1232, Cleve Bar Cart HM1233, Cleve Chairsie Tray Table HM1224

Antique Bronzed finish, Hammered Wrought Iron base with Rustic Grey Acacia veneer tray top

W: 26 in D: 18 in H: 28 in 
Weight        89 lb",HM1224-1,26,18,28,
HM1232,Maitland Smith Cleve Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3987,30%,2790.9,"Cleve Cocktail Table with Antiqued Bronze Finished Metal Base and Rustic Walnut Top

Matching Cleve Side Table HM1224, Cleve Bar Cart HM1233

W: 58 in D: 28 in H: 20 in 
Weight	95 lb","HM1232-1, HM1232-2",58,28,20,
HM1345L,Maitland Smith Atlantis Lamp Table,Maitland Smith,Tables > End Tables,2787,30%,1950.9,"Antique Bleached Walnut Atlantis Lamp Table with Walnut Swirl Veneer

W: 24 in D: 26 in H: 25 in 
Weight        61 lb","HM1345L-1, HM1345L-2",24,26,25,
HM1113,Maitland Smith Daze Chairside Table,Maitland Smith,Tables > End Tables,2337,30%,1635.9,"Walnut Veneer Daze Chairside Table on Maple Solids

W: 24 in D: 24 in H: 27.25 in 
Weight	36 lb",HM1113-1,24,24,27.25,
HM1041,Maitland Smith Dudley Hexagonal Lamp Table,Maitland Smith,Tables > Occasional Tables,2895,30%,2026.5,"Heritage Waxed Finished Dudley Hexagonal Lamp Table

W: 28.75 in D: 26 in H: 26 in 
Weight	50 lb",HM1041-1,28.75,26,26,
HM1040,Maitland Smith Toth Octagonal Lamp Table,Maitland Smith,Tables > Occasional Tables,2937,30%,2055.9,"Heritage Waxed Finished Toth Octagonal Lamp Table

W: 28 in D: 28 in H: 26 in 
Weight	60 lb",HM1040-1,28,28,26,
8112-32,Maitland Smith Flair Occasional Table,Maitland Smith,Tables > Occasional Tables,2697,30%,1887.9,"Aged Regency Finished Mahogany Oval Occasional Table with Finely Cast Brass Mounts

W: 28 in D: 21 in H: 27 in 
Weight	38 lb
",8112-32-1,28,21,27,
8111-32,Maitland Smith Floral Occasional Table,Maitland Smith,Tables > Occasional Tables,2787,30%,1950.9,"Aged Regency Finished Mahogany Occasional Table with Marquetry and Brass Accents

W: 24 in D: 24 in H: 26 in 
Weight	42 lb",8111-32-1,24,24,26,
8111-30,Maitland Smith Petit Occasional Table,Maitland Smith,Tables > Occasional Tables,2337,30%,1635.9,"Mahogany and Satinwood Hepplewhite Oval Occasional Table with Stretcher

W: 24 in D: 17 in H: 24 in 
Weight	24 lb",8111-30-1,24,17,24,
8113-36,Maitland Smith Palladium Occasional Table,Maitland Smith,Tables > End Tables,2397,30%,1677.9,"Webster Walnut and Matte Black Finished Occasional Table, Classic Brass Accents

W: 27 in D: 27 in H: 28 in 
Weight	62 lb",8113-36-1,27,27,28,
8137-33,Maitland Smith Winthrop Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2937,30%,2055.9,"Dark Walnut Finished Winthrop Cocktail Table with Dessert Tan Scagliola Top, Metal Accents

W: 56 in D: 26 in H: 19 in 
Weight	94 lb","8137-33-1, 8137-33-2",56,26,19,
8107-32,Maitland Smith Regal Occasional Table,Maitland Smith,Tables > Occasional Tables,5487,30%,3840.9,"Ash Burl Veneer and Finely Cast Sherwood Brass Occasional Table with Gold Agate and Black Waxstone Top

W: 24 in D: 24 in H: 28 in 
Weight	68 lb","8107-32-1, 8107-32-2",24,24,28,
8114-30,Maitland Smith Serene Occasional Table,Maitland Smith,Tables > Occasional Tables,3387,30%,2370.9,"Hand Carved Mahogany Round Occasional Table, Rosewood and Satinwood Veneer, Gilded Feet

W: 30 in D: 30 in H: 30 in 
Weight	87 lb

",8114-30-1,30,30,30,
8342-30,Maitland Smith Sheraton Occasional Table,Maitland Smith,Tables > Occasional Tables,2847,30%,1992.9,"Antique Walnut Finished Sheraton Occasional Table with Brass Accents and Casters

W: 31.50 in D: 19.50 in H: 30.50 in 
Weight	64 lb","8342-30-1, 8342-30-2",31.5,19.5,30.5,
8116-32,Maitland Smith Tray Occasional Table,Maitland Smith,Tables > Occasional Tables,2247,30%,1572.9,"Aged Regency Finished Round Occasional Table, Leather Top, Removable Veneer Tray

W: 26 in D: 26 in H: 32 in 
Weight	46 lb",8116-32-1,26,26,32,
8117-30,Maitland Smith Mcdowell Occasional Table,Maitland Smith,Tables > Occasional Tables,2667,30%,1866.9,"Aged Regency Mahogany Finished Two Drawer Occasional Table with Tapered Legs

W: 22 in D: 18 in H: 28 in 
Weight	52 lb",8117-30-1,22,18,28,
8138-33,Maitland Smith Flow Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3237,30%,2265.9,"Antiqued Finished Brass Flow Cocktail Table with Metal Tube Base

W: 42.50 in D: 40 in H: 17.75 in 
Weight	80 lb","8138-33-1, 8138-33-2",42.5,40,17.75,
8302-34,Maitland Smith Flow Console Table,Maitland Smith,Tables > Console Tables,2895,30%,2026.5,"Antiqued Finished Brass Flow Console Table with Metal Tube Base

W: 65 in D: 13 in H: 32.25 in 
Weight	60 lb","8302-34-1, 8302-34-2, 8302-34-3",65,13,32.25,
HM1088,Maitland Smith Ledger Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2637,30%,1845.9,"Antique Bronze Finished Iron Ledger Cocktail Table with Travertine Inset Top that Consist of Two Pieces in Random Size

Cast Travertine top with Black Bronzed Iron base

W: 42.50 in D: 28.50 in H: 18 in 
Weight	132 lb",HM1088-1,42.5,28.5,18,
HM1038,Maitland Smith Tattoo Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3897,30%,2727.9,"Hertiage Waxed Finished Parquet Wood Top with Gilded Iron Base

W: 48 in D: 32 in H: 19 in 
Weight	111 lb",HM1038-1,48,32,19,
HM1082C,Maitland Smith Montego Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2697,30%,1887.9,"Wrought Iron Montego Cocktail Table with Parquet Top

Matching Montego Lamp Table HM1082L The base is textured steel French polished with antique black glaze.

Wrought Iron & Raw Wood Parquet top

W: 42 in D: 42 in H: 18 in 
Weight	77 lb",HM1082C-1,42,42,18,
HM1082L,Maitland Smith Montego Lamp Table,Maitland Smith,Tables > End Tables,1887,30%,1320.9,"Wrought Iron Montego Lamp Table with Raw Wood Parquet Top

Matching Montego Cocktail Table HM1082C

Wrought Iron & Raw Wood Parquet top

W: 24 in D: 24 in H: 25 in 
Weight	39 lb",HM1082L-1,24,24,25,
HM1263,Maitland Smith Katana Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2295,30%,1606.5,"Burnished Silver Leaf Katana Cocktail Table with Black Hand Laid Top

Matching Katana Lamp Table HM1277, Katana Console HM1270

W: 42 in D: 28 in H: 18.50 in 
Weight        59 lb",HM1263-1,42,28,18.5,
HM1270,Maitland Smith Katana Console Table,Maitland Smith,Tables > Console Tables,2397,30%,1677.9,"Burnished Silver Leaf Katana Console Table with Hand Laid Black Lacquer Top

Matching Katana Cocktail Table HM1263, Katana Lamp Table HM1277

W: 52 in D: 16 in H: 34 in 
Weight	51 lb

","HM1270-1, HM1270-2",52,16,34,
HM1277,Maitland Smith Katana Lamp Table,Maitland Smith,Tables > End Tables,1647,30%,1152.9,"Burnished Silver Leaf Finished Katana Lamp Table with Black Hand Laid Lacquer Top

W: 26 in D: 26 in H: 25 in 
Weight	49 lb","HM1277-1, HM1277-2",26,26,25,
